2.788692319779239526e+01 3.710996499732828369e+01 3.413343432495123153e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.363269299924890987e+00 1.000000000000000000e+00
3.996451012175718631e+01 3.209648076361808933e+01 4.065229545299099101e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.754353649305282925e+00 1.000000000000000000e+00
2.920772303466567799e+00 1.109948512877562621e+01 2.355156949084535256e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.752919091077456581e+00 1.000000000000000000e+00
2.327113406423005770e+01 4.831171535230954106e+01 1.512002067073515121e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.702336459464252272e+00 1.000000000000000000e+00
1.067874687964306446e+01 1.281482956662047279e+01 2.490402590775323688e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.231396663941767278e+00 1.000000000000000000e+00
1.828559619371727951e-01 4.150921866711863117e+01 5.654546944557459653e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.183919374286951154e+00 1.000000000000000000e+00
3.185137790164585070e+01 1.858269219974115316e+01 4.557278579810396479e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.077666059607072402e+00 1.000000000000000000e+00
4.241384355237829595e+01 6.673729034951963790e+00 3.452203116001554406e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.417380140414659540e+00 1.000000000000000000e+00
4.566128612347144156e+01 2.039342992107240349e+00 4.441006953218217035e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.557356228759672057e+00 1.000000000000000000e+00
4.964875292190215106e+01 4.988240109588960536e+01 4.786140958421152192e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.743793736906652958e+00 1.000000000000000000e+00
